Partner Data Point File,,,
Start of Test Wed 27 Sep 2017 16:42:43,,,
Time ( min ),Shear Strain ( deg ),Angle ( deg ),Torque ( in·lb )
1.28833,0.03542,0.381,7.1
1.29,0.035432,0.381,7.1
1.29167,0.035455,0.381,7.1
1.29333,0.035488,0.381,7.11
1.295,0.035543,0.381,7.12
1.29667,0.035619,0.3866,7.14
1.29833,0.035673,0.3866,7.15
1.3,0.035717,0.3866,7.15
1.30167,0.035713,0.3866,7.15
1.30333,0.035723,0.3866,7.15
1.305,0.035743,0.3866,7.15
1.30667,0.035774,0.3866,7.17
1.30833,0.035827,0.3894,7.17
1.31,0.036157,0.3978,7.24
1.31167,0.036436,0.3978,7.3
1.31333,0.036466,0.3922,7.31
1.315,0.036186,0.3838,7.26
1.31667,0.035902,0.3838,7.19
1.31833,0.035827,0.3838,7.17
1.32,0.035877,0.3894,7.18
1.32167,0.036242,0.3978,7.26
1.32333,0.036562,0.3978,7.32
1.325,0.036671,0.3978,7.35
1.32667,0.036662,0.3978,7.35
1.32833,0.036589,0.3922,7.34
1.33,0.036534,0.3922,7.32
1.33167,0.036554,0.3922,7.32
1.33333,0.036602,0.3922,7.32
1.335,0.036577,0.3922,7.33
1.33667,0.036649,0.3978,7.33
1.33833,0.036687,0.3978,7.34
1.34,0.036715,0.3978,7.34
1.34167,0.036741,0.3978,7.35
1.34333,0.036774,0.3978,7.35
1.345,0.03681,0.3978,7.36
1.34667,0.03686,0.3978,7.37
1.34833,0.036925,0.4006,7.38
1.35,0.036974,0.4006,7.38
1.35167,0.037013,0.4006,7.4
1.35333,0.037116,0.4118,7.42
1.355,0.037548,0.4118,7.52
1.35667,0.037667,0.4062,7.55
1.35833,0.037602,0.3978,7.53
1.36,0.037213,0.3978,7.44
1.36167,0.037043,0.3978,7.41
1.36333,0.037025,0.3978,7.4
1.365,0.037152,0.4118,7.43
1.36667,0.037619,0.4118,7.53
1.36833,0.037816,0.4118,7.58
1.37,0.037843,0.4062,7.59
1.37167,0.037819,0.4062,7.57
1.37333,0.037779,0.4062,7.56
1.375,0.037774,0.4062,7.56
1.37667,0.037786,0.4062,7.56
1.37833,0.037813,0.4062,7.56
1.38,0.037851,0.4062,7.57
1.38167,0.037908,0.4118,7.58
1.38333,0.037958,0.4118,7.59
1.385,0.037987,0.4118,7.59
1.38667,0.037999,0.4118,7.6
1.38833,0.038008,0.4118,7.6
1.39,0.038033,0.4118,7.59
1.39167,0.038065,0.4118,7.6
1.39333,0.038097,0.4118,7.61
1.395,0.038162,0.4146,7.62
1.39667,0.038217,0.4146,7.63
1.39833,0.038274,0.4146,7.65
1.4,0.038539,0.4258,7.71
1.40167,0.038855,0.4202,7.78
1.40333,0.038911,0.4202,7.79
1.405,0.038675,0.409,7.74
1.40667,0.038378,0.409,7.68
1.40833,0.038289,0.4146,7.67
1.41,0.03831,0.4146,7.67
1.41167,0.03866,0.4258,7.73
1.41333,0.039009,0.4258,7.8
1.415,0.039079,0.4202,7.82
1.41667,0.039068,0.4202,7.81
1.41833,0.039041,0.4202,7.8
1.42,0.03901,0.4202,7.8
1.42167,0.039024,0.4202,7.79
1.42333,0.039033,0.4202,7.8
1.425,0.039051,0.4202,7.81
1.42667,0.039105,0.4202,7.81
1.42833,0.039152,0.4258,7.82
1.43,0.039209,0.4258,7.83
1.43167,0.03924,0.4258,7.84
1.43333,0.039246,0.4258,7.84
1.435,0.039272,0.4258,7.84
1.43667,0.039298,0.4258,7.84
1.43833,0.03933,0.4258,7.85
1.44,0.039386,0.4258,7.84
1.44167,0.039454,0.4342,7.87
1.44333,0.039856,0.437,7.96
1.445,0.040024,0.4314,8
1.44667,0.040032,0.4314,8
1.44833,0.039983,0.4286,7.98
1.45,0.039657,0.423,7.91
1.45167,0.039457,0.423,7.88
1.45333,0.039424,0.4286,7.87
1.455,0.039679,0.4398,7.92
1.45667,0.040124,0.4398,8.02
1.45833,0.040283,0.4342,8.06
1.46,0.040293,0.4342,8.05
1.46167,0.04029,0.4342,8.04
1.46333,0.040278,0.4342,8.03
1.465,0.040275,0.4342,8.05
1.46667,0.040284,0.4342,8.04
1.46833,0.040296,0.4342,8.05
1.47,0.040318,0.4342,8.05
1.47167,0.040347,0.4342,8.06
1.47333,0.040396,0.4342,8.07
1.475,0.040469,0.4398,8.08
1.47667,0.04052,0.4398,8.09
1.47833,0.040544,0.4398,8.1
1.48,0.040567,0.4398,8.1
1.48167,0.040605,0.4398,8.1
1.48333,0.040599,0.4398,8.1
1.485,0.040644,0.4398,8.11
1.48667,0.040705,0.4426,8.11
1.48833,0.040938,0.4511,8.17
1.49,0.041249,0.4511,8.23
1.49167,0.041295,0.4454,8.24
1.49333,0.041253,0.4454,8.23
1.495,0.040995,0.437,8.18
1.49667,0.040777,0.437,8.14
1.49833,0.040745,0.4426,8.13
1.5,0.040839,0.4539,8.15
1.50167,0.041301,0.4539,8.26
1.50333,0.041503,0.4483,8.29
1.505,0.041533,0.4483,8.3
1.50667,0.041536,0.4483,8.29
1.50833,0.041525,0.4483,8.28
1.51,0.041512,0.4483,8.28
1.51167,0.041509,0.4483,8.28
1.51333,0.041509,0.4483,8.27
1.515,0.041525,0.4483,8.28
1.51667,0.041547,0.4483,8.29
1.51833,0.041587,0.4483,8.29
1.52,0.041641,0.4483,8.3
1.52167,0.041704,0.4539,8.32
1.52333,0.041766,0.4539,8.33
1.525,0.041795,0.4539,8.33
1.52667,0.041822,0.4539,8.34
1.52833,0.041853,0.4539,8.34
1.53,0.041878,0.4539,8.35
1.53167,0.041918,0.4539,8.37
1.53333,0.042174,0.4651,8.41
1.535,0.042562,0.4651,8.5
1.53667,0.042627,0.4595,8.51
1.53833,0.042422,0.4511,8.47
1.54,0.042072,0.4511,8.4
1.54167,0.041963,0.4511,8.37
1.54333,0.041991,0.4567,8.37
1.545,0.042283,0.4679,8.44
1.54667,0.042653,0.4679,8.51
1.54833,0.042766,0.4623,8.53
1.55,0.042796,0.4623,8.54
1.55167,0.042782,0.4623,8.53
1.55333,0.042755,0.4623,8.52
1.555,0.04273,0.4623,8.51
1.55667,0.042708,0.4623,8.52
1.55833,0.042704,0.4623,8.51
1.56,0.042714,0.4623,8.51
1.56167,0.042723,0.4623,8.5
1.56333,0.04275,0.4623,8.52
1.565,0.04279,0.4623,8.53
1.56667,0.042839,0.4623,8.54
1.56833,0.042934,0.4623,8.56
1.57,0.043039,0.4679,8.57
1.57167,0.043091,0.4679,8.58
1.57333,0.04313,0.4679,8.59
1.575,0.043178,0.4679,8.6
1.57667,0.043246,0.4791,8.62
1.57833,0.043665,0.4791,8.72
1.58,0.043812,0.4735,8.75
1.58167,0.043791,0.4651,8.74
1.58333,0.043421,0.4651,8.66
1.585,0.043223,0.4651,8.61
1.58667,0.043181,0.4651,8.61
1.58833,0.043254,0.4707,8.62
1.59,0.043639,0.4791,8.7
1.59167,0.043917,0.4791,8.76
1.59333,0.043996,0.4791,8.77
1.595,0.04396,0.4735,8.75
1.59667,0.043925,0.4735,8.74
1.59833,0.043917,0.4735,8.74
1.6,0.043913,0.4735,8.74
1.60167,0.04393,0.4735,8.75
1.60333,0.043957,0.4735,8.75
1.605,0.044008,0.4735,8.77
1.60667,0.044051,0.4791,8.78
1.60833,0.044086,0.4791,8.78
1.61,0.0441,0.4791,8.78
1.61167,0.044108,0.4791,8.79
1.61333,0.044125,0.4791,8.79
1.615,0.044143,0.4791,8.79
1.61667,0.044177,0.4791,8.81
1.61833,0.044232,0.4791,8.81
1.62,0.0443,0.4819,8.82
1.62167,0.044363,0.4819,8.83
1.62333,0.044418,0.4875,8.84
1.625,0.044829,0.4931,8.93
1.62667,0.045018,0.4875,8.97
1.62833,0.045029,0.4847,8.98
1.63,0.044854,0.4791,8.94
1.63167,0.044523,0.4791,8.87
1.63333,0.044403,0.4791,8.84
1.635,0.044419,0.4791,8.84
1.63667,0.04468,0.4931,8.89
1.63833,0.045079,0.4931,8.98
1.64,0.045213,0.4931,9.01
1.64167,0.045182,0.4875,9.01
1.64333,0.045165,0.4875,9
1.645,0.045164,0.4875,8.99
1.64667,0.045168,0.4875,9
1.64833,0.04519,0.4875,8.99
1.65,0.045221,0.4875,9
1.65167,0.045263,0.4875,9.01
1.65333,0.045335,0.4931,9.02
1.655,0.045379,0.4931,9.03
1.65667,0.045401,0.4931,9.04
1.65833,0.04542,0.4931,9.04
1.66,0.045451,0.4931,9.04
1.66167,0.04548,0.4931,9.04
1.66333,0.045518,0.4931,9.05
1.665,0.045583,0.4959,9.07
1.66667,0.045802,0.5043,9.1
1.66833,0.046141,0.5043,9.19
1.67,0.0462,0.4987,9.2
1.67167,0.046161,0.4987,9.18
1.67333,0.045903,0.4903,9.12
1.675,0.045652,0.4903,9.08
1.67667,0.045595,0.4959,9.07
1.67833,0.045684,0.5043,9.09
1.68,0.046133,0.5071,9.18
1.68167,0.04639,0.5071,9.24
1.68333,0.046437,0.5015,9.25
1.685,0.046431,0.5015,9.25
1.68667,0.046413,0.5015,9.23
1.68833,0.046397,0.5015,9.23
1.69,0.046388,0.5015,9.23
1.69167,0.046393,0.5015,9.23
1.69333,0.0464,0.5015,9.23
1.695,0.046419,0.5015,9.23
1.69667,0.046464,0.5015,9.25
1.69833,0.04652,0.5015,9.26
1.7,0.046606,0.5071,9.27
1.70167,0.046652,0.5071,9.28
1.70333,0.046685,0.5071,9.29
1.705,0.046718,0.5071,9.3
1.70667,0.046739,0.5071,9.29
1.70833,0.046783,0.5071,9.3
1.71,0.046844,0.5099,9.32
1.71167,0.047179,0.5183,9.4
1.71333,0.047429,0.5183,9.45
1.715,0.047449,0.5127,9.45
1.71667,0.047378,0.5043,9.43
1.71833,0.046995,0.5043,9.34
1.72,0.046831,0.5043,9.31
1.72167,0.046828,0.5099,9.32
1.72333,0.047024,0.5183,9.36
1.725,0.047456,0.5183,9.45
1.72667,0.047628,0.5183,9.49
1.72833,0.047664,0.5183,9.5
1.73,0.047616,0.5127,9.49
1.73167,0.047554,0.5127,9.47
1.73333,0.047531,0.5127,9.46
1.735,0.047537,0.5127,9.46
1.73667,0.047578,0.5127,9.46
1.73833,0.047645,0.5183,9.48
1.74,0.047695,0.5183,9.48
1.74167,0.04773,0.5183,9.49
1.74333,0.047753,0.5183,9.5
1.745,0.047785,0.5183,9.5
1.74667,0.047839,0.5183,9.51
1.74833,0.047904,0.5211,9.52
1.75,0.047958,0.5211,9.54
1.75167,0.048012,0.5211,9.55
1.75333,0.048129,0.5323,9.57
1.755,0.048533,0.5323,9.66
1.75667,0.04864,0.5267,9.68
1.75833,0.048609,0.5183,9.68
1.76,0.04825,0.5183,9.59
1.76167,0.048032,0.5183,9.55
1.76333,0.047979,0.5183,9.54
1.765,0.048032,0.5239,9.56
1.76667,0.048389,0.5323,9.63
1.76833,0.048705,0.5323,9.7
1.77,0.048797,0.5323,9.72
1.77167,0.048789,0.5267,9.71
1.77333,0.048776,0.5267,9.69
1.775,0.048767,0.5267,9.69
1.77667,0.048768,0.5267,9.7
1.77833,0.04878,0.5267,9.7
1.78,0.048801,0.5267,9.7
1.78167,0.048842,0.5267,9.71
1.78333,0.048908,0.5323,9.72
1.785,0.048962,0.5323,9.73
1.78667,0.048995,0.5323,9.73
1.78833,0.049005,0.5323,9.74
1.79,0.049021,0.5323,9.74
1.79167,0.049044,0.5323,9.74
1.79333,0.049073,0.5323,9.75
1.795,0.04913,0.5323,9.76
1.79667,0.049229,0.5435,9.78
1.79833,0.049636,0.5435,9.88
1.8,0.049782,0.5379,9.91
1.80167,0.049766,0.5379,9.9
1.80333,0.049693,0.5323,9.88
1.805,0.049347,0.5295,9.81
1.80667,0.049163,0.5295,9.77
1.80833,0.049157,0.5351,9.77
1.81,0.049249,0.5463,9.79
1.81167,0.049731,0.5463,9.9
1.81333,0.049949,0.5463,9.94
1.815,0.049996,0.5407,9.95
1.81667,0.050003,0.5407,9.95
1.81833,0.05,0.5407,9.95
1.82,0.049999,0.5407,9.94
1.82167,0.050007,0.5407,9.94
1.82333,0.050014,0.5407,9.94
1.825,0.050018,0.5407,9.94
1.82667,0.050061,0.5407,9.95
1.82833,0.050125,0.5407,9.97
1.83,0.050186,0.5463,9.97
1.83167,0.050207,0.5463,9.98
1.83333,0.050227,0.5463,9.99
1.835,0.050228,0.5463,9.99
1.83667,0.050252,0.5463,9.99
1.83833,0.050282,0.5463,10
1.84,0.050394,0.5463,10
1.84167,0.050427,0.5491,10.01
1.84333,0.050731,0.5575,10.07
1.845,0.051005,0.5575,10.14
1.84667,0.051027,0.5519,10.14
1.84833,0.050968,0.5435,10.13
1.85,0.050632,0.5435,10.06
1.85167,0.050449,0.5435,10.03
1.85333,0.050437,0.5491,10.02
1.855,0.050549,0.5603,10.05
1.85667,0.050992,0.5603,10.14
1.85833,0.051174,0.5547,10.18
1.86,0.051233,0.5547,10.18
1.86167,0.051247,0.5547,10.18
1.86333,0.05125,0.5547,10.18
1.865,0.051241,0.5547,10.18
1.86667,0.051245,0.5547,10.17
1.86833,0.051244,0.5547,10.17
1.87,0.051262,0.5547,10.18
1.87167,0.05129,0.5547,10.19
1.87333,0.051338,0.5547,10.19
1.875,0.051402,0.5547,10.21
1.87667,0.051473,0.5603,10.23
1.87833,0.05152,0.5603,10.23
1.88,0.051561,0.5603,10.23
1.88167,0.051537,0.5603,10.23
1.88333,0.051581,0.5603,10.24
1.885,0.051621,0.5603,10.25
1.88667,0.051679,0.5715,10.25
1.88833,0.052134,0.5715,10.35
1.89,0.052318,0.5659,10.4
1.89167,0.052254,0.5575,10.4
1.89333,0.051831,0.5575,10.3
1.895,0.051609,0.5575,10.26
1.89667,0.051565,0.5575,10.26
1.89833,0.051645,0.5715,10.27
1.9,0.052102,0.5715,10.37
1.90167,0.052362,0.5715,10.42
1.90333,0.052433,0.5715,10.43
1.905,0.052393,0.5659,10.43
1.90667,0.052318,0.5659,10.4
1.90833,0.05228,0.5659,10.38
1.91,0.052262,0.5659,10.39
1.91167,0.052267,0.5659,10.39
1.91333,0.052303,0.5659,10.4
1.915,0.05236,0.5715,10.41
1.91667,0.052438,0.5715,10.44
1.91833,0.052468,0.5715,10.44
1.92,0.05251,0.5715,10.44
1.92167,0.052532,0.5715,10.44
1.92333,0.052576,0.5715,10.45
1.925,0.052627,0.5715,10.46
1.92667,0.052694,0.5743,10.47
1.92833,0.052759,0.5743,10.48
1.93,0.052814,0.5743,10.5
1.93167,0.053085,0.5855,10.56
1.93333,0.053394,0.5799,10.62
1.935,0.053444,0.5799,10.64
1.93667,0.053247,0.5687,10.59
1.93833,0.052923,0.5687,10.53
1.94,0.052837,0.5743,10.5
1.94167,0.052865,0.5743,10.51
1.94333,0.053088,0.5855,10.55
1.945,0.053466,0.5855,10.63
1.94667,0.053584,0.5799,10.66
1.94833,0.053581,0.5799,10.65
1.95,0.053578,0.5799,10.65
1.95167,0.053569,0.5799,10.65
1.95333,0.053564,0.5799,10.63
1.955,0.05357,0.5799,10.64
1.95667,0.053586,0.5799,10.64
1.95833,0.053639,0.5799,10.65
1.96,0.053699,0.5855,10.66
1.96167,0.053761,0.5855,10.67
1.96333,0.053798,0.5855,10.69
1.965,0.053799,0.5855,10.69
1.96667,0.053823,0.5855,10.69
1.96833,0.053837,0.5855,10.69
1.97,0.053861,0.5855,10.7
1.97167,0.053913,0.5855,10.71
1.97333,0.053986,0.5967,10.72
1.975,0.054415,0.5967,10.82
1.97667,0.054595,0.5911,10.85
1.97833,0.054577,0.5911,10.84
1.98,0.054306,0.5827,10.79
1.98167,0.054032,0.5827,10.73
1.98333,0.053944,0.5827,10.72
1.985,0.054033,0.5939,10.74
1.98667,0.054455,0.5995,10.82
1.98833,0.054699,0.5939,10.87
1.99,0.054768,0.5939,10.88
1.99167,0.054781,0.5939,10.88
1.99333,0.054778,0.5939,10.87
1.995,0.054775,0.5939,10.87
1.99667,0.054764,0.5939,10.88
1.99833,0.054774,0.5939,10.88
2,0.054782,0.5939,10.87
2.00167,0.054795,0.5939,10.88
2.00333,0.054833,0.5939,10.89
2.005,0.054886,0.5939,10.9
2.00667,0.054973,0.5995,10.91
2.00833,0.055049,0.5995,10.92
2.01,0.055091,0.5995,10.94
2.01167,0.055122,0.5995,10.94
2.01333,0.055144,0.5995,10.94
2.015,0.055173,0.5995,10.95
2.01667,0.055232,0.6051,10.96
2.01833,0.055635,0.6107,11.05
2.02,0.0558,0.6051,11.09
2.02167,0.055775,0.6023,11.09
2.02333,0.055443,0.5967,11.02
2.025,0.055223,0.5967,10.97
2.02667,0.055179,0.5967,10.95
2.02833,0.055251,0.6051,10.96
2.03,0.055659,0.6107,11.06
2.03167,0.055933,0.6107,11.11
2.03333,0.055998,0.6107,11.12
2.035,0.055959,0.6051,11.12
2.03667,0.055931,0.6051,11.11
2.03833,0.055916,0.6051,11.1
2.04,0.055913,0.6051,11.1
2.04167,0.055935,0.6051,11.1
2.04333,0.055987,0.6051,11.11
2.045,0.056052,0.6107,11.12
2.04667,0.056101,0.6107,11.13
2.04833,0.056124,0.6107,11.14
2.05,0.05614,0.6107,11.15
2.05167,0.056154,0.6107,11.14
2.05333,0.056177,0.6107,11.14
2.055,0.056217,0.6107,11.15
2.05667,0.056268,0.6107,11.17
2.05833,0.056331,0.6135,11.18
2.06,0.056381,0.6135,11.18
2.06167,0.056466,0.6135,11.19
2.06333,0.0568,0.6247,11.27
2.065,0.057055,0.6191,11.31
2.06667,0.057081,0.6191,11.33
2.06833,0.056787,0.6107,11.26
2.07,0.056517,0.6107,11.2
2.07167,0.056428,0.6107,11.19
2.07333,0.056468,0.6163,11.2
2.075,0.05672,0.6247,11.25
2.07667,0.057102,0.6247,11.34
2.07833,0.057232,0.6247,11.37
2.08,0.057222,0.6191,11.36
2.08167,0.057199,0.6191,11.35
2.08333,0.057187,0.6191,11.35
2.085,0.05718,0.6191,11.34
2.08667,0.057191,0.6191,11.34
2.08833,0.057211,0.6191,11.34
2.09,0.057251,0.6191,11.34
2.09167,0.057314,0.6247,11.36
2.09333,0.057354,0.6247,11.37
2.095,0.057372,0.6247,11.38
2.09667,0.057382,0.6247,11.37
2.09833,0.05739,0.6247,11.38
2.1,0.057404,0.6247,11.38
2.10167,0.057426,0.6247,11.38
2.10333,0.057464,0.6247,11.39
2.105,0.057526,0.6247,11.4
2.10667,0.057601,0.6275,11.42
2.10833,0.057781,0.636,11.45
2.11,0.058193,0.636,11.54
2.11167,0.058293,0.6303,11.57
2.11333,0.058237,0.6303,11.55
2.115,0.057953,0.6219,11.49
2.11667,0.057704,0.6219,11.44
2.11833,0.057663,0.6275,11.43
2.12,0.057735,0.6388,11.44
2.12167,0.058196,0.6388,11.54
2.12333,0.058404,0.6388,11.59
2.125,0.05843,0.6332,11.6
2.12667,0.058426,0.6332,11.58
2.12833,0.058426,0.6332,11.57
2.13,0.058427,0.6332,11.58
2.13167,0.058445,0.6332,11.58
2.13333,0.058469,0.6332,11.59
2.135,0.058505,0.6332,11.59
2.13667,0.058566,0.6332,11.61
2.13833,0.058626,0.6388,11.62
2.14,0.058655,0.6388,11.62
2.14167,0.058677,0.6388,11.62
2.14333,0.058684,0.6388,11.62
2.145,0.058692,0.6388,11.63
2.14667,0.058711,0.6388,11.63
2.14833,0.058736,0.6388,11.64
2.15,0.058796,0.6388,11.65
2.15167,0.058941,0.65,11.68
2.15333,0.059356,0.65,11.77
2.155,0.059466,0.6444,11.79
2.15667,0.059403,0.636,11.78
2.15833,0.059025,0.636,11.7
2.16,0.058885,0.636,11.66
2.16167,0.058883,0.6416,11.67
2.16333,0.059107,0.6528,11.71
2.165,0.059493,0.6528,11.8
2.16667,0.059603,0.6472,11.81
2.16833,0.05964,0.6472,11.82
2.17,0.059633,0.6472,11.83
2.17167,0.059625,0.6472,11.82
2.17333,0.059612,0.6472,11.81
2.175,0.059606,0.6472,11.81
2.17667,0.059613,0.6472,11.81
2.17833,0.059635,0.6472,11.81
2.18,0.059656,0.6472,11.81
2.18167,0.059704,0.6472,11.82
2.18333,0.059778,0.6472,11.84
2.185,0.059855,0.6528,11.86
2.18667,0.059913,0.6528,11.87
2.18833,0.059933,0.6528,11.87
2.19,0.059949,0.6528,11.88
2.19167,0.059976,0.6528,11.88
2.19333,0.060005,0.6528,11.88
2.195,0.060084,0.664,11.9
2.19667,0.060568,0.664,12
2.19833,0.060733,0.6584,12.04
2.2,0.06058,0.65,12.01
2.20167,0.060199,0.65,11.93
2.20333,0.060072,0.65,11.9
2.205,0.060092,0.6556,11.9
2.20667,0.060351,0.664,11.96
2.20833,0.060737,0.664,12.04
2.21,0.060851,0.664,12.06
2.21167,0.060824,0.6584,12.06
2.21333,0.060772,0.6584,12.03
2.215,0.060738,0.6584,12.03
2.21667,0.060729,0.6584,12.03
2.21833,0.060741,0.6584,12.03
2.22,0.060775,0.6584,12.04
2.22167,0.060831,0.6584,12.06
2.22333,0.060905,0.664,12.07
2.225,0.060948,0.664,12.07
2.22667,0.060977,0.664,12.07
2.22833,0.060998,0.664,12.07
2.23,0.061023,0.664,12.08
2.23167,0.061051,0.664,12.09
2.23333,0.061096,0.664,12.09
2.235,0.061165,0.6668,12.11
2.23667,0.061223,0.6668,12.13
2.23833,0.061266,0.6668,12.14
2.24,0.061385,0.678,12.16
2.24167,0.061797,0.678,12.25
2.24333,0.061862,0.6724,12.27
2.245,0.061676,0.6612,12.24
2.24667,0.061372,0.6612,12.17
2.24833,0.061279,0.6668,12.14
2.25,0.061312,0.6696,12.15
2.25167,0.061564,0.678,12.19
2.25333,0.061913,0.678,12.27
2.255,0.061999,0.6724,12.29
2.25667,0.061993,0.6724,12.29
2.25833,0.061979,0.6724,12.27
2.26,0.061969,0.6724,12.27
2.26167,0.061973,0.6724,12.27
2.26333,0.061985,0.6724,12.27
2.265,0.062015,0.6724,12.28
2.26667,0.062062,0.6724,12.29
2.26833,0.062131,0.678,12.3
2.27,0.06219,0.678,12.31
2.27167,0.062221,0.678,12.31
2.27333,0.062229,0.678,12.31
2.275,0.062239,0.678,12.32
2.27667,0.062248,0.678,12.32
2.27833,0.062273,0.678,12.33
2.28,0.06231,0.678,12.33
2.28167,0.062363,0.6808,12.34
2.28333,0.062441,0.6808,12.36
2.285,0.062624,0.692,12.39
2.28667,0.063011,0.6864,12.48
2.28833,0.063096,0.6864,12.5
2.29,0.062839,0.6752,12.44
2.29167,0.06256,0.6752,12.38
2.29333,0.062504,0.6808,12.37
2.295,0.06254,0.6808,12.38
2.29667,0.06289,0.692,12.44
2.29833,0.063182,0.692,12.52
2.3,0.063245,0.6864,12.53
2.30167,0.063236,0.6864,12.52
2.30333,0.063218,0.6864,12.52
2.305,0.063202,0.6864,12.52
2.30667,0.063189,0.6864,12.51
2.30833,0.06319,0.6864,12.51
2.31,0.063212,0.6864,12.52
2.31167,0.063231,0.6864,12.52
2.31333,0.063281,0.6864,12.53
2.315,0.063346,0.6864,12.54
2.31667,0.063425,0.692,12.56
2.31833,0.063468,0.692,12.56
2.32,0.063493,0.692,12.56
2.32167,0.063515,0.692,12.56
2.32333,0.063536,0.692,12.58
2.325,0.063572,0.692,12.57
2.32667,0.063614,0.692,12.58
2.32833,0.063758,0.7032,12.62
2.33,0.064159,0.7032,12.71
2.33167,0.064245,0.6976,12.73
2.33333,0.064204,0.6892,12.71
2.335,0.063836,0.6892,12.63
2.33667,0.063678,0.6892,12.6
2.33833,0.063682,0.6948,12.6
2.34,0.063869,0.706,12.64
2.34167,0.064274,0.706,12.71
2.34333,0.064394,0.7004,12.74
2.345,0.064418,0.7004,12.74
2.34667,0.06441,0.7004,12.73
2.34833,0.064391,0.7004,12.73
2.35,0.064384,0.7004,12.74
2.35167,0.064375,0.7004,12.73
2.35333,0.064377,0.7004,12.73
2.355,0.064384,0.7004,12.73
2.35667,0.064404,0.7004,12.74
2.35833,0.064446,0.7004,12.75
2.36,0.064496,0.7004,12.76
2.36167,0.064571,0.706,12.78
2.36333,0.06467,0.706,12.8
2.365,0.064725,0.706,12.81
2.36667,0.064769,0.706,12.81
2.36833,0.064803,0.706,12.82
2.37,0.064848,0.706,12.84
2.37167,0.06514,0.7172,12.89
2.37333,0.065424,0.7116,12.96
2.375,0.065436,0.7032,12.95
2.37667,0.065021,0.7032,12.87
2.37833,0.064804,0.7032,12.82
2.38,0.064763,0.7032,12.81
2.38167,0.064928,0.7172,12.84
2.38333,0.065373,0.7172,12.94
2.385,0.065525,0.7172,12.98
2.38667,0.065529,0.7116,12.97
2.38833,0.065509,0.7116,12.96
2.39,0.065496,0.7116,12.96
2.39167,0.065495,0.7116,12.96
2.39333,0.065504,0.7116,12.97
2.395,0.065525,0.7116,12.97
2.39667,0.065564,0.7116,12.97
2.39833,0.065613,0.7172,12.98
2.4,0.065656,0.7172,12.99
2.40167,0.065698,0.7172,12.99
2.40333,0.065708,0.7172,13
2.405,0.065726,0.7172,13
2.40667,0.065742,0.7172,13
2.40833,0.065759,0.7172,13.01
2.41,0.065794,0.7172,13.02
2.41167,0.065835,0.7172,13.03
2.41333,0.065922,0.72,13.04
2.415,0.066117,0.7284,13.07
2.41667,0.066508,0.7284,13.16
2.41833,0.066582,0.7228,13.19
2.42,0.066367,0.7144,13.14
2.42167,0.066042,0.7144,13.06
2.42333,0.065964,0.72,13.05
2.425,0.066009,0.7284,13.06
2.42667,0.066433,0.7312,13.15
2.42833,0.066622,0.7256,13.19
2.43,0.066673,0.7256,13.2
2.43167,0.066673,0.7256,13.2
2.43333,0.06667,0.7256,13.19
2.435,0.066665,0.7256,13.19
2.43667,0.06667,0.7256,13.19
2.43833,0.066663,0.7256,13.19
2.44,0.066684,0.7256,13.18
2.44167,0.066714,0.7256,13.19
2.44333,0.066772,0.7256,13.21
2.445,0.066849,0.7256,13.22
2.44667,0.066916,0.7312,13.23
2.44833,0.06696,0.7312,13.24
2.45,0.066975,0.7312,13.25
2.45167,0.066988,0.7312,13.25
2.45333,0.067013,0.7312,13.25
2.455,0.067042,0.7312,13.26
2.45667,0.067086,0.7312,13.27
2.45833,0.067399,0.7424,13.34
2.46,0.067722,0.7424,13.4
2.46167,0.067757,0.7284,13.41
2.46333,0.067371,0.7284,13.33
2.465,0.067167,0.7284,13.29
2.46667,0.067136,0.734,13.27
2.46833,0.067269,0.7424,13.29
2.47,0.067701,0.7424,13.39
2.47167,0.067855,0.7424,13.43
2.47333,0.067845,0.7368,13.43
2.475,0.067802,0.7368,13.41
2.47667,0.06777,0.7368,13.41
2.47833,0.067753,0.7368,13.41
2.48,0.067776,0.7368,13.41
2.48167,0.06783,0.7368,13.41
2.48333,0.06788,0.7368,13.42
2.485,0.067938,0.7424,13.43
2.48667,0.067961,0.7424,13.43
2.48833,0.067981,0.7424,13.44
2.49,0.067996,0.7424,13.44
2.49167,0.068005,0.7424,13.45
2.49333,0.068033,0.7424,13.45
2.495,0.068072,0.7424,13.46
2.49667,0.068133,0.7452,13.48
2.49833,0.068197,0.7452,13.49
2.5,0.068258,0.7452,13.5
2.50167,0.06848,0.7564,13.53
2.50333,0.06882,0.7508,13.61
2.505,0.068874,0.7508,13.63
2.50667,0.068657,0.7396,13.59
2.50833,0.06836,0.7396,13.52
2.51,0.06829,0.7452,13.51
2.51167,0.068308,0.748,13.52
2.51333,0.068632,0.7564,13.58
2.515,0.068921,0.7564,13.64
2.51667,0.068982,0.7508,13.65
2.51833,0.06899,0.7508,13.65
2.52,0.068984,0.7508,13.64
2.52167,0.068955,0.7508,13.64
2.52333,0.068967,0.7508,13.64
2.525,0.068985,0.7508,13.65
2.52667,0.069015,0.7508,13.65
2.52833,0.069058,0.7508,13.66
2.53,0.069126,0.7564,13.68
2.53167,0.06918,0.7564,13.69
2.53333,0.069193,0.7564,13.69
2.535,0.069202,0.7564,13.68
2.53667,0.069209,0.7564,13.69
